,NO2,PM10,O3_max,O3_8h,SO2,CO
2020-11-05,,51,,,,
2020-11-06,,22,,,,
2020-11-07,,50,,,,
2020-11-08,,46,,,,
2020-11-09,,58,,,,
2020-11-10,,70,,,,
2020-11-11,,53,,,,
2020-11-12,,33,,,,
2020-11-13,,39,,,,
2020-11-14,,78,,,,
2020-11-15,,73,,,,
2020-11-16,,64,,,,
2020-11-17,,53,,,,
2020-11-18,,33,,,,
2020-11-19,,38,,,,
2020-11-20,,40,,,,
2020-11-21,,22,,,,
2020-11-22,,16,,,,
2020-11-23,,33,,,,
2020-11-24,,73,,,,
2020-11-25,,47,,,,
2020-11-26,,65,,,,
2020-11-27,,90,,,,
2020-11-28,,97,,,,
2020-11-29,,75,,,,
2020-11-30,,23,,,,
2020-12-01,,38,,,,
2020-12-02,,46,,,,
2020-12-03,,23,,,,
2020-12-04,,29,,,,
2020-12-05,,36,,,,
2020-12-06,,23,,,,
2020-12-07,,10,,,,
2020-12-08,,20,,,,
2020-12-09,,12,,,,
2020-12-10,,17,,,,
2020-12-11,,25,,,,
2020-12-12,,47,,,,
2020-12-13,,41,,,,
2020-12-14,,40,,,,
2020-12-15,,48,,,,
2020-12-16,,67,,,,
2020-12-17,,76,,,,
2020-12-18,,77,,,,
2020-12-19,,56,,,,
2020-12-20,,62,,,,
2020-12-21,,79,,,,
2020-12-22,,64,,,,
2020-12-23,,62,,,,
2020-12-24,,88,,,,
2020-12-25,,54,,,,
2020-12-26,,15,,,,
2020-12-27,,6,,,,
2020-12-28,,26,,,,
2020-12-29,,25,,,,
2020-12-30,,34,,,,
2020-12-31,,40,,,,
2021-01-01,,48,,,,
2021-01-02,,54,,,,
2021-01-03,,7,,,,
2021-01-04,,14,,,,
2021-01-05,,25,,,,
2021-01-06,,24,,,,
2021-01-07,,15,,,,
2021-01-08,,38,,,,
2021-01-09,,35,,,,
2021-01-10,,24,,,,
2021-01-11,,18,,,,
2021-01-12,,39,,,,
2021-01-13,,66,,,,
2021-01-14,,80,,,,
2021-01-15,,77,,,,
2021-01-16,,31,,,,
2021-01-17,,46,,,,
2021-01-18,,57,,,,
2021-01-19,,70,,,,
2021-01-20,,122,,,,
2021-01-21,,89,,,,
2021-01-22,,83,,,,
2021-01-23,,48,,,,
2021-01-24,,16,,,,
2021-01-25,,20,,,,
2021-01-26,,34,,,,
2021-01-27,,41,,,,
2021-01-28,,68,,,,
2021-01-29,,84,,,,
2021-01-30,,75,,,,
2021-01-31,,85,,,,
2021-02-01,,16,,,,
2021-02-02,,30,,,,
2021-02-03,,50,,,,
2021-02-04,,75,,,,
2021-02-05,,61,,,,
2021-02-06,,70,,,,
2021-02-07,,80,,,,
2021-02-08,,47,,,,
2021-02-09,,27,,,,
2021-02-10,,28,,,,
2021-02-11,,21,,,,
2021-02-12,,17,,,,
2021-02-13,,26,,,,
2021-02-14,,22,,,,
2021-02-15,,24,,,,
2021-02-16,,60,,,,
2021-02-17,,73,,,,
2021-02-18,,73,,,,
2021-02-19,,77,,,,
2021-02-20,,67,,,,
2021-02-21,,97,,,,
2021-02-22,,82,,,,
2021-02-23,,41,,,,
2021-02-24,,57,,,,
2021-02-25,,80,,,,
2021-02-26,,82,,,,
2021-02-27,,104,,,,
2021-02-28,,63,,,,
2021-03-01,,20,,,,
2021-03-02,,42,,,,
2021-03-03,,,,,,
2021-03-04,,72,,,,
2021-03-05,,104,,,,
2021-03-06,,101,,,,
2021-03-07,,15,,,,
2021-03-08,,27,,,,
2021-03-09,,55,,,,
2021-03-10,,47,,,,
2021-03-11,,32,,,,
2021-03-12,,61,,,,
2021-03-13,,70,,,,
2021-03-14,,69,,,,
2021-03-15,,19,,,,
2021-03-16,,24,,,,
2021-03-17,,16,,,,
2021-03-18,,26,,,,
2021-03-19,,16,,,,
2021-03-20,,16,,,,
2021-03-21,,23,,,,
2021-03-22,,17,,,,
2021-03-23,,33,,,,
2021-03-24,,20,,,,
2021-03-25,,28,,,,
2021-03-26,,45,,,,
2021-03-27,,51,,,,
2021-03-28,,35,,,,
2021-03-29,,38,,,,
2021-03-30,,45,,,,
2021-03-31,,63,,,,
2021-04-01,,65,,,,
2021-04-02,,72,,,,
2021-04-03,,59,,,,
2021-04-04,,22,,,,
2021-04-05,,8,,,,
2021-04-06,,19,,,,
2021-04-07,,13,,,,
2021-04-08,,11,,,,
2021-04-09,,26,,,,
2021-04-10,,23,,,,
2021-04-11,,27,,,,
2021-04-12,,15,,,,
2021-04-13,,14,,,,
2021-04-14,,< 4,,,,
2021-04-15,,13,,,,
2021-04-16,,19,,,,
2021-04-17,,27,,,,
2021-04-18,,27,,,,
2021-04-19,,18,,,,
2021-04-20,,19,,,,
2021-04-21,,37,,,,
2021-04-22,,29,,,,
2021-04-23,,27,,,,
2021-04-24,,21,,,,
2021-04-25,,26,,,,
2021-04-26,,26,,,,
2021-04-27,,35,,,,
2021-04-28,,23,,,,
2021-04-29,,22,,,,
2021-04-30,,23,,,,
2021-05-01,,29,,,,
2021-05-02,,22,,,,
2021-05-03,,8,,,,
2021-05-04,,4,,,,
2021-05-05,,25,,,,
2021-05-06,,19,,,,
2021-05-07,,21,,,,
2021-05-08,,18,,,,
2021-05-09,,5,,,,
2021-05-10,,13,,,,
2021-05-11,,21,,,,
2021-05-12,,24,,,,
2021-05-13,,20,,,,
2021-05-14,,15,,,,
2021-05-15,,12,,,,
2021-05-16,,11,,,,
2021-05-17,,16,,,,
2021-05-18,,4,,,,
2021-05-19,,19,,,,
2021-05-20,,< 4,,,,
2021-05-21,,10,,,,
2021-05-22,,21,,,,
2021-05-23,,19,,,,
2021-05-24,,14,,,,
2021-05-25,,12,,,,
2021-05-26,,11,,,,
2021-05-27,,15,,,,
2021-05-28,,13,,,,
2021-05-29,,9,,,,
2021-05-30,,20,,,,
2021-05-31,,8,,,,
2021-06-01,,12,,,,
2021-06-02,,19,,,,
2021-06-03,,14,,,,
2021-06-04,,27,,,,
2021-06-05,,26,,,,
2021-06-06,,30,,,,
2021-06-07,,16,,,,
2021-06-08,,19,,,,
2021-06-09,,22,,,,
2021-06-10,,21,,,,
2021-06-11,,22,,,,
2021-06-12,,26,,,,
2021-06-13,,23,,,,
2021-06-14,,29,,,,
2021-06-15,,21,,,,
2021-06-16,,19,,,,
2021-06-17,,27,,,,
2021-06-18,,26,,,,
2021-06-19,,26,,,,
2021-06-20,,35,,,,
2021-06-21,,42,,,,
2021-06-22,,58,,,,
2021-06-23,,37,,,,
2021-06-24,,49,,,,
2021-06-25,,35,,,,
2021-06-26,,18,,,,
2021-06-27,,17,,,,
2021-06-28,,20,,,,
2021-06-29,,24,,,,
2021-06-30,,37,,,,
2021-07-01,,25,,,,
2021-07-02,,,,,,
2021-07-03,,,,,,
2021-07-04,,20,,,,
2021-07-05,,13,,,,
2021-07-06,,13,,,,
2021-07-07,,28,,,,
2021-07-08,,36,,,,
2021-07-09,,44,,,,
2021-07-10,,21,,,,
2021-07-11,,25,,,,
2021-07-12,,23,,,,
2021-07-13,,31,,,,
2021-07-14,,,,,,
2021-07-15,,,,,,
2021-07-16,,,,,,
2021-07-17,,30,,,,
2021-07-18,,19,,,,
2021-07-19,,15,,,,
2021-07-20,,,,,,
2021-07-21,,,,,,
2021-07-22,,,,,,
2021-07-23,,29,,,,
2021-07-24,,31,,,,
2021-07-25,,30,,,,
2021-07-26,,,,,,
2021-07-27,,31,,,,
2021-07-28,,34,,,,
2021-07-29,,26,,,,
2021-07-30,,28,,,,
2021-07-31,,34,,,,
2021-08-01,,24,,,,
2021-08-02,,16,,,,
2021-08-03,,16,,,,
2021-08-04,,16,,,,
2021-08-05,,24,,,,
2021-08-06,,15,,,,
2021-08-07,,16,,,,
2021-08-08,,24,,,,
2021-08-09,,24,,,,
2021-08-10,,,,,,
2021-08-11,,,,,,
2021-08-12,,,,,,
2021-08-13,,24,,,,
2021-08-14,,29,,,,
2021-08-15,,35,,,,
2021-08-16,,30,,,,
2021-08-17,,23,,,,
2021-08-18,,13,,,,
2021-08-19,,10,,,,
2021-08-20,,15,,,,
2021-08-21,,18,,,,
2021-08-22,,21,,,,
2021-08-23,,23,,,,
2021-08-24,,19,,,,
2021-08-25,,12,,,,
2021-08-26,,16,,,,
2021-08-27,,21,,,,
2021-08-28,,12,,,,
2021-08-29,,11,,,,
2021-08-30,,5,,,,
2021-08-31,,12,,,,
2021-09-01,,17,,,,
2021-09-02,,12,,,,
2021-09-03,,20,,,,
2021-09-04,,22,,,,
2021-09-05,,22,,,,
2021-09-06,,21,,,,
2021-09-07,,23,,,,
2021-09-08,,28,,,,
2021-09-09,,,,,,
2021-09-10,,34,,,,
2021-09-11,,34,,,,
2021-09-12,,36,,,,
2021-09-13,,31,,,,
2021-09-14,,36,,,,
2021-09-15,,43,,,,
2021-09-16,,44,,,,
2021-09-17,,44,,,,
2021-09-18,,15,,,,
2021-09-19,,14,,,,
2021-09-20,,17,,,,
2021-09-21,,13,,,,
2021-09-22,,13,,,,
2021-09-23,,19,,,,
2021-09-24,,20,,,,
2021-09-25,,26,,,,
2021-09-26,,30,,,,
2021-09-27,,32,,,,
2021-09-28,,26,,,,
2021-09-29,,32,,,,
2021-09-30,,31,,,,
2021-10-01,,18,,,,
2021-10-02,,16,,,,
2021-10-03,,22,,,,
2021-10-04,,26,,,,
2021-10-05,,30,,,,
2021-10-06,,25,,,,
2021-10-07,,14,,,,
2021-10-08,,12,,,,
2021-10-09,,18,,,,
2021-10-10,,26,,,,
2021-10-11,,24,,,,
2021-10-12,,22,,,,
2021-10-13,,33,,,,
2021-10-14,,24,,,,
2021-10-15,,15,,,,
2021-10-16,,31,,,,
2021-10-17,,24,,,,
2021-10-18,,19,,,,
2021-10-19,,37,,,,
2021-10-20,,63,,,,
2021-10-21,,79,,,,
2021-10-22,,75,,,,
2021-10-23,,45,,,,
2021-10-24,,24,,,,
2021-10-25,,13,,,,
2021-10-26,,28,,,,
2021-10-27,,38,,,,
2021-10-28,,39,,,,
2021-10-29,,41,,,,
2021-10-30,,51,,,,
2021-10-31,,53,,,,
2021-11-01,,65,,,,
2021-11-02,,49,,,,
2021-11-03,,20,,,,
2021-11-04,,35,,,,
2021-11-05,,10,,,,
2021-11-06,,19,,,,
2021-11-07,,17,,,,
2021-11-08,,28,,,,
2021-11-09,,27,,,,
2021-11-10,,21,,,,
2021-11-11,,25,,,,
2021-11-12,,37,,,,
2021-11-13,,65,,,,
2021-11-14,,83,,,,
2021-11-15,,26,,,,
2021-11-16,,28,,,,
2021-11-17,,37,,,,
2021-11-18,,46,,,,
2021-11-19,,31,,,,
2021-11-20,,47,,,,
2021-11-21,,55,,,,
2021-11-22,,43,,,,
2021-11-23,,37,,,,
2021-11-24,,17,,,,
2021-11-25,,36,,,,
2021-11-26,,34,,,,
2021-11-27,,28,,,,
2021-11-28,,35,,,,
2021-11-29,,13,,,,
2021-11-30,,17,,,,
2021-12-01,,17,,,,
2021-12-02,,,,,,
2021-12-03,,,,,,
2021-12-04,,17,,,,
2021-12-05,,25,,,,
2021-12-06,,23,,,,
2021-12-07,,20,,,,
2021-12-08,,46,,,,
2021-12-09,,27,,,,
2021-12-10,,17,,,,
2021-12-11,,28,,,,
2021-12-12,,32,,,,
2021-12-13,,62,,,,
2021-12-14,,74,,,,
2021-12-15,,81,,,,
2021-12-16,,73,,,,
2021-12-17,,49,,,,
2021-12-18,,56,,,,
2021-12-19,,49,,,,
2021-12-20,,37,,,,
2021-12-21,,39,,,,
2021-12-22,,37,,,,
2021-12-23,,44,,,,
2021-12-24,,74,,,,
2021-12-25,,70,,,,
2021-12-26,,67,,,,
2021-12-27,,41,,,,
2021-12-28,,46,,,,
2021-12-29,,46,,,,
2021-12-30,,57,,,,
2021-12-31,,44,,,,
2022-01-01,,25,,,,
2022-01-02,,38,,,,
2022-01-03,,34,,,,
2022-01-04,,60,,,,
2022-01-05,,60,,,,
2022-01-06,,25,,,,
2022-01-07,,10,,,,
2022-01-08,,27,,,,
2022-01-09,,50,,,,
2022-01-10,,53,,,,
2022-01-11,,52,,,,
2022-01-12,,45,,,,
2022-01-13,,43,,,,
2022-01-14,,66,,,,
2022-01-15,,96,,,,
2022-01-16,,93,,,,
2022-01-17,,69,,,,
2022-01-18,,68,,,,
2022-01-19,,57,,,,
2022-01-20,,65,,,,
2022-01-21,,64,,,,
2022-01-22,,51,,,,
2022-01-23,,79,,,,
2022-01-24,,64,,,,
2022-01-25,,84,,,,
2022-01-26,,55,,,,
2022-01-27,,78,,,,
2022-01-28,,86,,,,
2022-02-03,,34,,,,
2022-02-04,,40,,,,
2022-02-05,,50,,,,
2022-02-08,,27,,,,
2022-02-09,,40,,,,
2022-02-10,,62,,,,
2022-02-11,,72,,,,
2022-02-12,,94,,,,
2022-02-13,,24,,,,
2022-02-14,,32,,,,
2022-02-15,,56,,,,
2022-02-16,,40,,,,
2022-02-19,,60,,,,
2022-02-22,,60,,,,
2022-02-23,,31,,,,
2022-02-24,,38,,,,
2022-02-25,,52,,,,
2022-02-26,,45,,,,
2022-02-27,,8,,,,
2022-02-28,,17,,,,
2022-03-01,,26,,,,
2022-03-02,,16,,,,
2022-03-03,,62,,,,
2022-03-04,,,,,,
2022-03-06,,29,,,,
2022-03-07,,22,,,,
2022-03-08,,38,,,,
2022-03-09,,33,,,,
2022-03-11,,77,,,,
2022-03-12,,40,,,,
2022-03-14,,50,,,,
2022-03-15,,39,,,,
2022-03-16,,59,,,,
2022-03-17,,74,,,,
2022-03-18,,65,,,,
2022-03-20,,33,,,,
2022-03-21,,33,,,,
2022-03-23,,43,,,,
2022-03-29,,58,,,,
2022-03-31,,,,,,
2022-04-01,,,,,,
2022-04-02,,,,,,
2022-04-03,,11,,,,
2022-04-04,,14,,,,
2022-04-05,,23,,,,
2022-04-06,,42,,,,
2022-04-07,,39,,,,
2022-04-08,,39,,,,
2022-04-09,,41,,,,
2022-04-10,,11,,,,
2022-04-11,,5,,,,
2022-04-12,,22,,,,
2022-04-13,,26,,,,
2022-04-14,,29,,,,
2022-04-15,,33,,,,
2022-04-16,,22,,,,
2022-04-17,,18,,,,
2022-04-18,,14,,,,
2022-04-19,,15,,,,
2022-04-20,,26,,,,
2022-04-21,,14,,,,
2022-04-22,,27,,,,
2022-04-23,,16,,,,
2022-04-24,,20,,,,
2022-04-25,,11,,,,
2022-04-26,,18,,,,
2022-04-27,,18,,,,
2022-04-28,,12,,,,
2022-04-29,,17,,,,
2022-04-30,,16,,,,
2022-05-01,,23,,,,
2022-05-02,,19,,,,
2022-05-03,,20,,,,
2022-05-04,,21,,,,
2022-05-05,,25,,,,
2022-05-06,,26,,,,
2022-05-07,,17,,,,
2022-05-08,,20,,,,
2022-05-09,,23,,,,
2022-05-10,,24,,,,
2022-05-11,,31,,,,
2022-05-12,,33,,,,
2022-05-13,,30,,,,
2022-05-14,,30,,,,
2022-05-15,,27,,,,
2022-05-16,,17,,,,
2022-05-17,,28,,,,
2022-05-18,,21,,,,
2022-05-19,,21,,,,
2022-05-20,,18,,,,
2022-05-21,,22,,,,
2022-05-22,,28,,,,
2022-05-23,,35,,,,
2022-05-24,,32,,,,
2022-05-25,,39,,,,
2022-05-26,,27,,,,
2022-05-27,,37,,,,
2022-05-28,,39,,,,
2022-05-29,,35,,,,
2022-05-30,,11,,,,
2022-05-31,,11,,,,
2022-06-01,,20,,,,
2022-06-02,,31,,,,
2022-06-03,,32,,,,
2022-06-04,,27,,,,
2022-06-05,,37,,,,
2022-06-06,,28,,,,
2022-06-07,,16,,,,
2022-06-08,,21,,,,
2022-06-09,,15,,,,
2022-06-10,,9,,,,
2022-06-11,,13,,,,
2022-06-12,,16,,,,
2022-06-13,,19,,,,
2022-06-14,,,,,,
2022-06-15,,,,,,
2022-06-16,,,,,,
2022-06-17,,27,,,,
2022-06-18,,26,,,,
2022-06-19,,25,,,,
2022-06-20,,22,,,,
2022-06-21,,28,,,,
2022-06-22,,31,,,,
2022-06-23,,32,,,,
2022-06-24,,47,,,,
2022-06-25,,26,,,,
2022-06-26,,20,,,,
2022-06-27,,27,,,,
2022-06-28,,30,,,,
2022-06-29,,52,,,,
2022-06-30,,31,,,,
2022-07-01,,37,,,,
2022-07-02,,41,,,,
2022-07-03,,22,,,,
2022-07-04,,24,,,,
2022-07-05,,28,,,,
2022-07-06,,21,,,,
2022-07-07,,19,,,,
2022-07-08,,20,,,,
2022-07-09,,10,,,,
2022-07-10,,12,,,,
2022-07-11,,13,,,,
2022-07-12,,15,,,,
2022-07-13,,17,,,,
2022-07-14,,19,,,,
2022-07-15,,19,,,,
2022-07-16,,21,,,,
2022-07-17,,23,,,,
2022-07-18,,22,,,,
2022-07-19,,22,,,,
2022-07-20,,20,,,,
2022-07-21,,28,,,,
